SIGMA-LI,DateOf,cecha1,cecha2
PPR-20K,11/25/2014,2,0.46
PPR-20K,11/24/2014,200,46
PPR-20K,11/24/2014,200,46
PPR-20K,12/1/2014,129,29.67
PPR-20K,12/1/2014,71,16.33
PPR-20K,12/1/2014,4,0.92
PPR-20K,11/29/2014,1,0.23
PPR-20K,11/26/2014,16,3.68
PPR-20K,11/26/2014,16,3.68
PPR-20K,12/2/2014,87,20.01
PPR-20K,12/2/2014,13,2.99
PPR-20K,12/1/2014,129,29.67
PPR-20K,12/1/2014,71,16.33
PPR-20K,11/28/2014,129,29.67
PPR-20K,11/28/2014,9,2.07
PPR-20K,11/28/2014,62,14.26
PPR-20K,12/1/2014,50,11.5
PPR-20K,11/29/2014,2,0.46
PPR-20K,11/29/2014,2,0.46
PPR-20K,12/5/2014,2,0.46
PPR-20K,12/6/2014,5,1.15
PPR-20K,12/6/2014,20,4.6
PPR-20K,12/6/2014,1,0.23
PPR-20K,12/8/2014,20,4.6
PPR-20K,12/8/2014,20,4.6
PPR-20K,12/10/2014,130,29.9
PPR-20K,12/10/2014,200,46
PPR-20K,12/10/2014,200,46
PPR-20K,12/10/2014,200,46
PPR-20K,12/16/2014,200,46
PPR-20K,12/16/2014,200,46
PPR-20K,12/16/2014,200,46
PPR-20K,12/12/2014,20,4.6
PPR-20K,12/15/2014,9,2.07
PPR-20K,12/15/2014,41,9.43
PPR-20K,12/18/2014,6,1.38
PPR-20K,12/22/2014,8,1.84
PPR-20K,12/29/2014,4,0.92
PPR-20K,12/23/2014,4,0.92
PPR-20K,12/23/2014,2,0.46
PPR-20K,1/3/2015,2,0.46
PPR-20K,12/30/2014,1,0.23
PPR-20K,1/7/2015,138,31.74
PPR-20K,1/7/2015,62,14.26
PPR-20K,1/8/2015,5,1.15
PPR-20K,1/9/2015,10,2.3
PPR-20K,1/13/2015,2,0.46
PPR-20K,1/13/2015,20,4.6
PPR-20K,1/13/2015,2,0.46
PPR-20K,1/16/2015,30,6.9
PPR-20K,1/2/2015,7,1.61
PPR-20K,1/2/2015,7,1.61
PPR-20K,1/19/2015,40,9.2
PPR-20K,1/22/2015,167,38.41
PPR-20K,1/22/2015,33,7.59
PPR-20K,1/19/2015,31,7.13
PPR-20K,1/19/2015,9,2.07
PPR-20K,1/21/2015,20,4.6
PPR-20K,1/21/2015,4,0.92
PPR-20K,1/21/2015,167,38.41
PPR-20K,1/21/2015,33,7.59
PPR-20K,1/26/2015,167,38.41
PPR-20K,1/26/2015,33,7.59
PPR-20K,1/26/2015,167,38.41
PPR-20K,1/26/2015,33,7.59
PPR-20K,2/2/2015,167,38.41
PPR-20K,2/2/2015,33,7.59
PPR-20K,2/4/2015,10,2.3
PPR-20K,2/5/2015,13,2.99
PPR-20K,2/5/2015,7,1.61
PPR-20K,1/29/2015,20,4.6
PPR-20K,1/29/2015,14,3.22
PPR-20K,1/29/2015,10,2.3
PPR-20K,2/5/2015,40,9.2
PPR-20K,2/5/2015,10,2.3
PPR-20K,2/5/2015,10,2.3
PPR-20K,2/10/2015,113,25.99
PPR-20K,2/10/2015,87,20.01
PPR-20K,2/2/2015,50,11.5
PPR-20K,2/2/2015,60,13.8
PPR-20K,2/6/2015,30,6.9
PPR-20K,2/10/2015,100,23
PPR-20K,2/11/2015,13,2.99
PPR-20K,2/11/2015,4,0.92
PPR-20K,2/11/2015,1,0.23
PPR-20K,2/11/2015,2,0.46
PPR-20K,2/13/2015,0,0
PPR-20K,2/11/2015,18,4.14
PPR-20K,2/11/2015,7,1.61
PPR-20K,2/11/2015,2,0.46
PPR-20K,2/11/2015,3,0.69
PPR-20K,2/11/2015,18,4.14
PPR-20K,2/11/2015,7,1.61
PPR-20K,2/11/2015,2,0.46
PPR-20K,2/11/2015,3,0.69
PPR-20K,2/13/2015,6,1.38
PPR-20K,2/18/2015,10,2.3
PPR-20K,2/18/2015,20,4.6
PPR-20K,2/18/2015,30,6.9
PPR-20K,2/17/2015,200,46
PPR-20K,2/17/2015,200,46
PPR-20K,2/17/2015,200,46
PPR-20K,2/17/2015,200,46
PPR-20K,2/17/2015,200,46
PPR-20K,2/17/2015,200,46
PPR-20K,2/17/2015,30,6.9
PPR-20K,2/19/2015,39,8.97
PPR-20K,2/20/2015,1,0.23
PPR-20K,2/20/2015,1,0.23
PPR-20K,2/19/2015,39,8.97
PPR-20K,2/23/2015,20,4.6
PPR-20K,2/25/2015,20,4.6
PPR-20K,2/25/2015,2,0.46
PPR-20K,2/27/2015,10,2.3
PPR-20K,2/25/2015,2,0.46
PPR-20K,3/2/2015,20,4.6
PPR-20K,3/2/2015,100,23
PPR-20K,2/26/2015,4,0.92
PPR-20K,2/26/2015,13,2.99
PPR-20K,2/26/2015,2,0.46
PPR-20K,3/4/2015,10,2.3
PPR-20K,3/4/2015,10,2.3
PPR-20K,3/2/2015,19,4.37
PPR-20K,3/2/2015,1,0.23
PPR-20K,3/9/2015,9,2.07
PPR-20K,3/9/2015,21,4.83
PPR-20K,3/9/2015,10,2.3
PPR-20K,3/6/2015,30,6.9
PPR-20K,3/6/2015,200,46
PPR-20K,3/6/2015,200,46
PPR-20K,3/11/2015,10,2.3
PPR-20K,3/9/2015,10,2.3
PPR-20K,3/10/2015,179,41.17
PPR-20K,3/10/2015,21,4.83
PPR-20K,3/11/2015,169,38.87
PPR-20K,3/11/2015,31,7.13
PPR-20K,3/19/2015,30,6.9
PPR-20K,3/23/2015,10,2.3
PPR-20K,3/23/2015,15,3.45
PPR-20K,3/23/2015,100,23
PPR-20K,4/1/2015,9,2.07
PPR-20K,4/1/2015,1,0.23
PPR-20K,4/7/2015,20,4.6
PPR-20K,4/8/2015,10,2.3
PPR-20K,4/8/2015,100,23
PPR-20K,4/10/2015,30,6.9
PPR-20K,4/9/2015,40,9.2
PPR-20K,4/13/2015,10,2.3
PPR-20K,4/9/2015,19,4.37
PPR-20K,4/9/2015,1,0.23
PPR-20K,4/9/2015,40,9.2
PPR-20K,4/9/2015,3,0.69
PPR-20K,4/9/2015,13,2.99
PPR-20K,4/9/2015,2,0.46
PPR-20K,4/9/2015,22,5.06
PPR-20K,4/10/2015,10,2.3
PPR-20K,4/1/2015,10,2.3
PPR-20K,3/30/2015,4,0.92
PPR-20K,4/11/2015,40,9.2
PPR-20K,4/13/2015,10,2.3
PPR-20K,4/20/2015,200,46
PPR-20K,4/20/2015,200,46
PPR-20K,4/20/2015,200,46
PPR-20K,4/20/2015,200,46
PPR-20K,4/20/2015,200,46
PPR-20K,4/20/2015,200,46
PPR-20K,4/20/2015,200,46
PPR-20K,4/13/2015,10,2.3
PPR-20K,3/31/2015,2,0.46
PPR-20K,4/23/2015,1,0.23
PPR-20K,4/14/2015,50,11.5
PPR-20K,5/2/2015,10,2.3
PPR-20K,4/23/2015,1,0.23
PPR-20K,5/4/2015,1,0.23
PPR-20K,5/4/2015,2,0.46
PPR-20K,5/4/2015,7,1.61
PPR-20K,4/24/2015,8,1.84
PPR-20K,4/24/2015,10,2.3
PPR-20K,4/24/2015,10,2.3
PPR-20K,4/24/2015,2,0.46
PPR-20K,4/23/2015,1,0.23
PPR-20K,4/16/2015,38,8.74
PPR-20K,4/16/2015,62,14.26
PPR-20K,4/16/2015,30,6.9
PPR-20K,4/16/2015,100,23
PPR-20K,4/29/2015,3,0.69
PPR-20K,4/29/2015,3,0.69
PPR-20K,5/5/2015,15,3.45
PPR-20K,5/5/2015,18,4.14
PPR-20K,5/5/2015,182,41.86
PPR-20K,5/5/2015,1,0.23
PPR-20K,5/5/2015,1,0.23
PPR-20K,4/30/2015,10,2.3
PPR-20K,5/2/2015,10,2.3
PPR-20K,5/12/2015,118,27.14
PPR-20K,5/12/2015,82,18.86
PPR-20K,5/12/2015,20,4.6
PPR-20K,5/13/2015,20,4.6
PPR-20K,5/7/2015,18,4.14
PPR-20K,5/7/2015,182,41.86
PPR-20K,5/8/2015,18,4.14
PPR-20K,5/8/2015,82,18.86
PPR-20K,5/15/2015,30,6.9
PPR-20K,5/19/2015,5,1.15
PPR-20K,5/25/2015,5,1.15
PPR-20K,6/16/2015,197,45.31
PPR-20K,6/16/2015,3,0.69
PPR-20K,5/22/2015,5,1.15
PPR-20K,5/27/2015,200,46
PPR-20K,5/27/2015,200,46
PPR-20K,5/27/2015,200,46
PPR-20K,5/27/2015,200,46
PPR-20K,5/27/2015,200,46
PPR-20K,5/25/2015,10,2.3
PPR-20K,6/17/2015,50,11.5
PPR-20K,6/18/2015,1,0.23
PPR-20K,6/19/2015,20,4.6
PPR-20K,6/23/2015,20,4.6
PPR-20K,6/23/2015,20,4.6
PPR-20K,6/24/2015,107,24.61
PPR-20K,6/24/2015,1,0.23
PPR-20K,6/24/2015,92,21.16
PPR-20K,6/24/2015,10,2.3
PPR-20K,6/25/2015,10,2.3
PPR-20K,6/26/2015,9,2.07
PPR-20K,7/1/2015,8,1.84
PPR-20K,6/26/2015,9,2.07
PPR-20K,6/29/2015,4,0.92
PPR-20K,7/1/2015,10,2.3
PPR-20K,7/1/2015,15,3.45
PPR-20K,7/4/2015,2,0.46
PPR-20K,7/4/2015,4,0.92
PPR-20K,7/1/2015,10,2.3
PPR-20K,7/2/2015,10,2.3
PPR-20K,7/6/2015,30,6.9
PPR-20K,7/6/2015,20,4.6
PPR-20K,7/6/2015,30,6.9
PPR-20K,6/2/2015,33,7.59
PPR-20K,6/2/2015,7,1.61
PPR-20K,7/3/2015,4,0.92
PPR-20K,7/6/2015,17,3.91
PPR-20K,6/2/2015,50,11.5
PPR-20K,7/7/2015,6,1.38
PPR-20K,7/7/2015,4,0.92
PPR-20K,7/10/2015,2,0.46
PPR-20K,7/8/2015,100,23
PPR-20K,7/10/2015,2,0.46
PPR-20K,7/10/2015,20,4.6
PPR-20K,7/15/2015,1,0.23
PPR-20K,7/15/2015,5,1.15
PPR-20K,7/14/2015,50,11.5
PPR-20K,7/15/2015,145,33.35
PPR-20K,7/15/2015,55,12.65
PPR-20K,7/15/2015,30,6.9
PPR-20K,7/15/2015,20,4.6
PPR-20K,6/9/2015,100,23
PPR-20K,7/13/2015,1,0.23
PPR-20K,7/13/2015,99,22.77
PPR-20K,6/9/2015,6,1.38
PPR-20K,7/13/2015,50,11.5
PPR-20K,7/17/2015,15,3.45
PPR-20K,7/21/2015,6,1.38
PPR-20K,6/11/2015,20,4.6
PPR-20K,7/21/2015,124,28.52
PPR-20K,7/21/2015,20,4.6
PPR-20K,7/23/2015,8,1.84
PPR-20K,7/23/2015,2,0.46
PPR-20K,7/23/2015,10,2.3
PPR-20K,7/23/2015,20,4.6
PPR-20K,7/23/2015,24,5.52
PPR-20K,6/13/2015,17,3.91
PPR-20K,6/13/2015,3,0.69
PPR-20K,7/24/2015,2,0.46
PPR-20K,7/27/2015,4,0.92
PPR-20K,7/27/2015,18,4.14
PPR-20K,7/27/2015,6,1.38
PPR-20K,7/29/2015,18,4.14
PPR-20K,7/29/2015,6,1.38
PPR-20K,8/1/2015,18,4.14
PPR-20K,7/29/2015,200,48
PPR-20K,7/29/2015,200,48
PPR-20K,7/29/2015,200,48
PPR-20K,7/29/2015,200,48
PPR-20K,7/29/2015,200,48
PPR-20K,7/29/2015,200,48
PPR-20K,7/29/2015,200,48
PPR-20K,7/29/2015,200,48
PPR-20K,7/29/2015,200,48
PPR-20K,7/29/2015,200,48
PPR-20K,8/3/2015,2,0.46
PPR-20K,8/3/2015,200,48
PPR-20K,8/3/2015,25,6
PPR-20K,8/11/2015,1,0.23
PPR-20K,8/11/2015,2,0.46
PPR-20K,8/11/2015,100,24
PPR-20K,8/12/2015,1,0.24
PPR-20K,8/14/2015,3,0.72
PPR-20K,8/14/2015,3,0.72
PPR-20K,8/7/2015,1,0.24
PPR-20K,8/18/2015,50,12
PPR-20K,8/29/2015,2,0.48
PPR-20K,8/31/2015,50,12
PPR-20K,9/2/2015,20,4.8
PPR-20K,8/25/2015,21,5.04
PPR-20K,8/25/2015,9,2.16
PPR-20K,9/1/2015,10,2.4
PPR-20K,9/3/2015,30,7.2
PPR-20K,9/7/2015,18,4.32
PPR-20K,9/7/2015,32,7.68
PPR-20K,9/2/2015,1,0.24
PPR-20K,9/4/2015,30,7.2
PPR-20K,9/7/2015,168,40.32
PPR-20K,9/7/2015,32,7.68
PPR-20K,9/7/2015,10,2.4
PPR-20K,9/8/2015,50,12
PPR-20K,8/27/2015,30,7.2
PPR-20K,9/9/2015,108,25.92
PPR-20K,9/9/2015,92,22.08
PPR-20K,9/10/2015,10,2.4
PPR-20K,9/10/2015,10,2.4
PPR-20K,9/10/2015,30,7.2
PPR-20K,9/11/2015,10,2.4
PPR-20K,9/14/2015,8,1.92
PPR-20K,9/14/2015,20,4.8
PPR-20K,9/15/2015,0,0
PPR-20K,9/15/2015,0,0
PPR-20K,9/15/2015,0,0
PPR-20K,9/15/2015,0,0
PPR-20K,9/18/2015,20,4.8
PPR-20K,9/16/2015,20,4.8
PPR-20K,9/21/2015,20,4.8
PPR-20K,9/17/2015,10,2.4
PPR-20K,9/17/2015,10,2.4
PPR-20K,9/17/2015,10,2.4
PPR-20K,9/23/2015,30,7.2
PPR-20K,9/23/2015,5,1.2
PPR-20K,9/24/2015,150,36
PPR-20K,9/24/2015,50,12
PPR-20K,9/24/2015,50,12
PPR-20K,9/24/2015,100,24
PPR-20K,9/24/2015,100,24
PPR-20K,9/29/2015,6,1.44
PPR-20K,9/29/2015,6,1.44
PPR-20K,10/1/2015,20,4.8
PPR-20K,10/5/2015,3,0.72
PPR-20K,10/7/2015,6,1.44
PPR-20K,10/8/2015,1,0.24
PPR-20K,10/6/2015,200,48
PPR-20K,10/6/2015,200,48
PPR-20K,10/6/2015,200,48
PPR-20K,10/6/2015,200,48
PPR-20K,10/6/2015,200,48
PPR-20K,10/6/2015,200,48
PPR-20K,10/6/2015,200,48
PPR-20K,10/6/2015,200,48
PPR-20K,10/8/2015,20,4.8
PPR-20K,10/23/2015,15,3.6
PPR-20K,10/29/2015,10,2.4
PPR-20K,10/22/2015,20,4.8
PPR-20K,10/22/2015,18,4.32
PPR-20K,10/22/2015,12,2.88
PPR-20K,11/2/2015,163,39.12
PPR-20K,11/2/2015,2,0.46
PPR-20K,11/2/2015,1,0.24
PPR-20K,11/2/2015,30,7.2
PPR-20K,11/2/2015,4,0.96
PPR-20K,11/9/2015,1,0.24
PPR-20K,11/9/2015,29,6.96
PPR-20K,11/13/2015,30,7.2
PPR-20K,11/10/2015,20,4.8
PPR-20K,11/19/2015,71,17.04
PPR-20K,11/19/2015,129,30.96
PPR-20K,11/18/2015,50,12
PPR-20K,11/24/2015,71,17.04
PPR-20K,11/24/2015,200,48
PPR-20K,11/24/2015,29,6.96
PPR-20K,11/24/2015,100,24
PPR-20K,11/27/2015,7,1.61
PPR-20K,11/27/2015,3,0.69
PPR-20K,12/1/2015,40,9.6
PPR-20K,12/1/2015,20,4.8
PPR-20K,12/2/2015,1,0.23
PPR-20K,12/2/2015,2,0.46
PPR-20K,12/2/2015,7,1.61
PPR-20K,12/7/2015,4,0.96
PPR-20K,12/4/2015,11,2.64
PPR-20K,12/4/2015,9,2.16
PPR-20K,12/8/2015,10,2.4
PPR-20K,12/8/2015,200,48
PPR-20K,12/8/2015,200,48
PPR-20K,12/8/2015,200,48
PPR-20K,12/4/2015,11,2.64
PPR-20K,12/4/2015,9,2.16
PPR-20K,12/5/2015,11,2.53
PPR-20K,12/5/2015,6,1.38
PPR-20K,12/5/2015,3,0.72
PPR-20K,12/5/2015,23,5.52
PPR-20K,12/11/2015,24,5.76
PPR-20K,12/14/2015,40,9.6
PPR-20K,12/15/2015,20,4.8
PPR-20K,12/17/2015,20,4.8
PPR-20K,12/18/2015,24,5.76
PPR-20K,12/19/2015,24,5.76
PPR-20K,5/6/2017,6,1.44
PPR-20K,12/30/2015,10,2.4
PPR-20K,12/23/2015,0,0
PPR-20K,12/23/2015,0,0
PPR-20K,12/23/2015,0,0
PPR-20K,12/23/2015,0,0
PPR-20K,12/28/2015,20,4.8
PPR-20K,12/31/2015,18,4.14
PPR-20K,12/31/2015,7,1.61
PPR-20K,12/31/2015,2,0.46
PPR-20K,12/31/2015,3,0.69
PPR-20K,12/30/2015,9,2.16
PPR-20K,12/30/2015,31,7.44
PPR-20K,1/3/2016,24,5.76
PPR-20K,1/14/2016,2,0.48
PPR-20K,1/18/2016,0,0
PPR-20K,1/22/2016,1,0.24
PPR-20K,1/22/2016,1,0.24
PPR-20K,2/1/2016,6,1.44
PPR-20K,2/1/2016,23,5.52
PPR-20K,2/1/2016,1,0.24
PPR-20K,1/27/2016,100,24
PPR-20K,1/27/2016,20,4.8
PPR-20K,1/27/2016,20,4.8
PPR-20K,2/2/2016,50,12
PPR-20K,1/27/2016,36,8.64
PPR-20K,1/27/2016,164,39.36
PPR-20K,1/28/2016,36,8.64
PPR-20K,1/28/2016,164,39.36
PPR-20K,2/15/2016,10,2.4
PPR-20K,2/11/2016,80,19.2
PPR-20K,1/28/2016,20,4.8
PPR-20K,2/15/2016,19,4.56
PPR-20K,2/15/2016,1,0.24
PPR-20K,2/15/2016,200,48
PPR-20K,2/15/2016,200,48
PPR-20K,2/15/2016,200,48
PPR-20K,2/1/2016,10,2.4
PPR-20K,2/9/2016,0,0
PPR-20K,2/9/2016,0,0
PPR-20K,2/9/2016,0,0
PPR-20K,2/9/2016,0,0
PPR-20K,2/9/2016,149,35.76
PPR-20K,2/9/2016,51,12.24
PPR-20K,2/12/2016,20,4.8
PPR-20K,2/16/2016,6,1.44
PPR-20K,2/12/2016,20,4.8
PPR-20K,2/17/2016,20,4.8
PPR-20K,2/17/2016,4,0.96
PPR-20K,2/17/2016,196,47.04
PPR-20K,3/1/2016,21,5.04
PPR-20K,3/1/2016,20,4.8
PPR-20K,3/1/2016,9,2.16
PPR-20K,2/23/2016,8,1.92
PPR-20K,2/25/2016,1,0.24
PPR-20K,2/25/2016,24,5.76
PPR-20K,3/1/2016,4,0.96
PPR-20K,3/4/2016,3,0.72
PPR-20K,3/4/2016,3,0.72
PPR-20K,3/4/2016,34,8.16
PPR-20K,3/14/2016,50,12
PPR-20K,3/14/2016,95,22.8
PPR-20K,3/14/2016,105,25.2
PPR-20K,3/22/2016,95,22.8
PPR-20K,3/22/2016,105,25.2
PPR-20K,3/23/2016,1000,240
PPR-20K,3/24/2016,95,22.8
PPR-20K,3/24/2016,1,0.24
PPR-20K,3/24/2016,4,0.96
PPR-20K,4/1/2016,25,6
PPR-20K,3/31/2016,30,7.2
PPR-20K,4/8/2016,10,2.4
PPR-20K,4/7/2016,20,4.8
PPR-20K,4/9/2016,0,0
PPR-20K,4/9/2016,0,0
PPR-20K,4/9/2016,0,0
PPR-20K,4/12/2016,30,7.2
PPR-20K,4/15/2016,8,1.92
PPR-20K,4/16/2016,15,3.6
PPR-20K,4/15/2016,1,0.24
PPR-20K,4/15/2016,10,2.4
PPR-20K,4/15/2016,1,0.24
PPR-20K,4/18/2016,4,0.96
PPR-20K,4/18/2016,10,2.4
PPR-20K,4/14/2016,10,2.4
PPR-20K,4/19/2016,4,0.96
PPR-20K,4/19/2016,1,0.24
PPR-20K,4/26/2016,200,48
PPR-20K,4/20/2016,50,12
PPR-20K,4/27/2016,20,4.8
PPR-20K,4/27/2016,300,72
PPR-20K,4/27/2016,300,72
PPR-20K,4/28/2016,200,48
PPR-20K,4/22/2016,10,2.4
PPR-20K,4/22/2016,10,2.4
PPR-20K,5/4/2016,50,12
PPR-20K,5/4/2016,20,4.8
PPR-20K,5/2/2016,40,9.6
PPR-20K,5/4/2016,1,0.24
PPR-20K,5/4/2016,9,2.16
PPR-20K,5/4/2016,10,2.4
PPR-20K,4/30/2016,20,4.8
PPR-20K,5/5/2016,400,96
PPR-20K,5/10/2016,67,16.08
PPR-20K,5/10/2016,1,0.24
PPR-20K,5/10/2016,132,31.68
PPR-20K,5/9/2016,200,48
PPR-20K,5/11/2016,100,24
PPR-20K,5/13/2016,30,7.2
PPR-20K,5/16/2016,30,7.2
PPR-20K,5/18/2016,1,0.24
PPR-20K,5/18/2016,4,0.96
PPR-20K,5/20/2016,5,1.2
PPR-20K,5/20/2016,5,1.2
PPR-20K,5/31/2016,1,0.24
PPR-20K,5/31/2016,4,0.96
PPR-20K,6/6/2016,3,0.72
PPR-20K,6/6/2016,17,4.08
PPR-20K,6/7/2016,20,4.8
PPR-20K,6/7/2016,400,96
PPR-20K,6/7/2016,40,9.6
PPR-20K,6/8/2016,50,12
PPR-20K,6/8/2016,173,41.52
PPR-20K,6/8/2016,27,6.48
PPR-20K,6/13/2016,20,4.8
PPR-20K,6/15/2016,100,24
PPR-20K,6/16/2016,200,48
PPR-20K,6/16/2016,53,12.72
PPR-20K,6/16/2016,147,35.28
PPR-20K,6/16/2016,2,0.48
PPR-20K,6/21/2016,600,144
PPR-20K,6/22/2016,2,0.48
PPR-20K,6/24/2016,7,1.61
PPR-20K,6/24/2016,14,3.36
PPR-20K,6/24/2016,7,1.61
PPR-20K,6/24/2016,14,3.36
PPR-20K,6/25/2016,2,0.48
PPR-20K,6/28/2016,200,48
PPR-20K,7/4/2016,7,1.68
PPR-20K,4/19/2017,8,1.92
PPR-20K,7/5/2016,600,144
PPR-20K,7/12/2016,200,48
PPR-20K,7/13/2016,4,0.96
PPR-20K,7/13/2016,9,2.16
PPR-20K,7/14/2016,200,48
PPR-20K,7/14/2016,30,7.2
PPR-20K,7/18/2016,400,96
PPR-20K,7/18/2016,40,9.6
PPR-20K,7/8/2016,44,10.56
