SIGMA-LI,DateOf,cecha1,cecha2
PPR-20K,7/8/2016,6,1.44
PPR-20K,7/25/2016,10,2.4
PPR-20K,7/25/2016,6,1.44
PPR-20K,7/27/2016,20,4.8
PPR-20K,8/1/2016,4,0.96
PPR-20K,8/1/2016,3,0.72
PPR-20K,8/16/2016,30,7.2
PPR-20K,8/1/2016,30,7.2
PPR-20K,8/10/2016,10,2.4
PPR-20K,8/25/2016,100,24
PPR-20K,8/5/2016,38,9.12
PPR-20K,8/5/2016,62,14.88
PPR-20K,8/29/2016,200,48
PPR-20K,8/30/2016,10,2.4
PPR-20K,8/30/2016,5,1.2
PPR-20K,8/30/2016,10,2.4
PPR-20K,8/30/2016,5,1.2
PPR-20K,9/26/2016,50,12
PPR-20K,9/27/2016,200,48
PPR-20K,10/4/2016,100,24
PPR-20K,10/11/2016,48,11.52
PPR-20K,10/11/2016,252,60.48
PPR-20K,10/13/2016,20,4.8
PPR-20K,10/14/2016,10,2.4
PPR-20K,10/21/2016,40,9.6
PPR-20K,10/21/2016,16,3.84
PPR-20K,10/21/2016,1,0.24
PPR-20K,10/21/2016,4,0.96
PPR-20K,10/21/2016,10,2.4
PPR-20K,10/21/2016,3,0.72
PPR-20K,10/21/2016,2,0.48
PPR-20K,10/21/2016,1,0.24
PPR-20K,10/21/2016,4,0.96
PPR-20K,10/21/2016,2,0.48
PPR-20K,10/21/2016,1,0.24
PPR-20K,10/21/2016,4,0.96
PPR-20K,10/21/2016,40,9.6
PPR-20K,10/22/2016,40,9.6
PPR-20K,10/22/2016,6,1.44
PPR-20K,11/2/2016,32,7.68
PPR-20K,11/2/2016,18,4.32
PPR-20K,10/25/2016,20,4.8
PPR-20K,10/25/2016,1200,288
PPR-20K,10/26/2016,50,12
PPR-20K,10/28/2016,50,12
PPR-20K,11/2/2016,50,12
PPR-20K,11/4/2016,10,2.4
PPR-20K,11/5/2016,2,0.48
PPR-20K,11/5/2016,48,11.52
PPR-20K,11/12/2016,67,16.08
PPR-20K,11/14/2016,50,12
PPR-20K,11/8/2016,50,12
PPR-20K,11/8/2016,200,48
PPR-20K,11/9/2016,50,12
PPR-20K,11/16/2016,30,7.2
PPR-20K,11/16/2016,10,2.4
PPR-20K,11/22/2016,16,3.84
PPR-20K,11/23/2016,800,192
PPR-20K,11/24/2016,200,48
PPR-20K,11/28/2016,30,7.2
PPR-20K,11/29/2016,20,4.8
PPR-20K,12/2/2016,50,12
PPR-20K,12/7/2016,14,3.36
PPR-20K,12/6/2016,100,24
PPR-20K,12/9/2016,20,4.8
PPR-20K,12/8/2016,5,1.2
PPR-20K,12/9/2016,4,0.96
PPR-20K,12/19/2016,20,4.8
PPR-20K,12/21/2016,10,2.4
PPR-20K,12/15/2016,10,2.4
PPR-20K,5/2/2017,2,0.48
PPR-20K,1/3/2017,40,9.6
PPR-20K,1/9/2017,20,4.8
PPR-20K,1/10/2017,10,2.4
PPR-20K,1/10/2017,142,34.08
PPR-20K,1/10/2017,16,3.84
PPR-20K,1/10/2017,242,58.08
PPR-20K,1/12/2017,20,4.8
PPR-20K,1/16/2017,20,4.8
PPR-20K,1/17/2017,400,96
PPR-20K,1/18/2017,8,1.92
PPR-20K,1/24/2017,10,2.4
PPR-20K,1/25/2017,50,12
PPR-20K,1/26/2017,2,0.48
PPR-20K,2/1/2017,400,96
PPR-20K,2/2/2017,100,24
PPR-20K,2/9/2017,300,72
PPR-20K,2/17/2017,50,12
PPR-20K,2/17/2017,50,12
PPR-20K,3/1/2017,20,4.8
PPR-20K,2/20/2017,20,4.8
PPR-20K,2/21/2017,10,2.4
PPR-20K,2/21/2017,40,9.6
PPR-20K,2/22/2017,50,12
PPR-20K,2/28/2017,3,0.72
PPR-20K,3/1/2017,2,0.48
PPR-20K,2/24/2017,15,3.6
PPR-20K,2/28/2017,1,0.24
PPR-20K,2/24/2017,20,4.8
PPR-20K,3/1/2017,600,144
PPR-20K,2/28/2017,135,32.4
PPR-20K,2/28/2017,2,0.48
PPR-20K,2/28/2017,63,15.12
PPR-20K,3/2/2017,332,79.68
PPR-20K,3/2/2017,1,0.24
PPR-20K,3/2/2017,67,16.08
PPR-20K,2/28/2017,12,2.88
PPR-20K,3/2/2017,20,4.8
PPR-20K,2/27/2017,20,4.8
PPR-20K,3/6/2017,10,2.4
PPR-20K,3/7/2017,8,1.92
PPR-20K,3/8/2017,15,3.6
PPR-20K,3/9/2017,4,0.96
PPR-20K,3/11/2017,50,12
PPR-20K,3/16/2017,5,1.2
PPR-20K,3/13/2017,4,0.96
PPR-20K,3/14/2017,50,12
PPR-20K,3/20/2017,10,2.4
PPR-20K,4/11/2017,800,192
PPR-20K,4/13/2017,1,0.24
PPR-20K,4/13/2017,299,71.76
PPR-20K,4/20/2017,3,0.72
PPR-20K,4/14/2017,3,0.72
PPR-20K,4/14/2017,30,7.2
PPR-20K,3/28/2017,200,48
PPR-20K,4/14/2017,30,7.2
PPR-20K,3/29/2017,50,12
PPR-20K,4/26/2017,100,24
PPR-20K,5/2/2017,3,0.72
PPR-20K,3/31/2017,100,24
PPR-20K,3/31/2017,10,2.4
PPR-20K,5/8/2017,10,2.4
PPR-20K,4/3/2017,6,1.44
PPR-20K,5/8/2017,400,96
PPR-20K,5/10/2017,200,48
PPR-20K,4/5/2017,100,24
PPR-20K,5/12/2017,6,1.44
PPR-20K,4/5/2017,100,24
PPR-20K,4/5/2017,12,2.88
PPR-20K,4/5/2017,4,0.96
PPR-20K,4/5/2017,5,1.2
PPR-20K,4/5/2017,179,42.96
PPR-20K,5/12/2017,6,1.44
PPR-20K,4/6/2017,20,4.8
PPR-20K,4/6/2017,30,7.2
PPR-20K,5/13/2017,20,4.8
PPR-20K,5/15/2017,30,7.2
PPR-20K,5/18/2017,40,9.6
PPR-20K,5/20/2017,10,2.4
PPR-20K,5/22/2017,4,0.96
PPR-20K,5/22/2017,10,2.4
PPR-20K,5/22/2017,15,3.6
PPR-20K,5/23/2017,400,96
PPR-20K,5/24/2017,12,2.88
PPR-20K,5/24/2017,3,0.72
PPR-20K,5/24/2017,2,0.48
PPR-20K,5/24/2017,183,43.92
PPR-20K,6/1/2017,20,4.8
PPR-20K,6/2/2017,10,2.4
PPR-20K,5/30/2017,197,47.28
PPR-20K,5/30/2017,103,24.72
PPR-20K,6/3/2017,5,1.2
PPR-20K,6/7/2017,6,1.44
PPR-20K,6/5/2017,100,24
PPR-20K,5/31/2017,50,12
PPR-20K,6/5/2017,600,144
PPR-20K,6/8/2017,10,2.4
PPR-20K,6/9/2017,4,0.96
PPR-20K,6/9/2017,16,3.84
PPR-20K,6/9/2017,116,27.84
PPR-20K,6/9/2017,84,20.16
PPR-20K,6/19/2017,20,4.8
PPR-20K,6/19/2017,200,48
PPR-20K,6/19/2017,20,4.8
PPR-20K,7/17/2017,20,4.8
PPR-20K,7/17/2017,10,2.4
PPR-20K,6/23/2017,30,7.2
PPR-20K,7/19/2017,100,24
PPR-20K,7/17/2017,10,2.4
PPR-20K,7/18/2017,600,144
PPR-20K,7/19/2017,26,6.24
PPR-20K,7/19/2017,24,5.76
PPR-20K,7/24/2017,200,48
PPR-20K,7/27/2017,76,18.24
PPR-20K,7/27/2017,6,1.44
PPR-20K,7/27/2017,18,4.32
PPR-20K,8/22/2017,164,39.36
PPR-20K,8/22/2017,36,8.64
PPR-20K,8/17/2017,30,7.2
PPR-20K,7/29/2017,20,4.8
PPR-20K,8/1/2017,0,0
PPR-20K,8/1/2017,50,12
PPR-20K,7/31/2017,30,7.2
PPR-20K,8/23/2017,4,0.96
PPR-20K,7/3/2017,6,1.44
PPR-20K,7/3/2017,100,24
PPR-20K,8/24/2017,100,24
PPR-20K,7/4/2017,200,48
PPR-20K,8/1/2017,20,4.8
PPR-20K,7/5/2017,30,7.2
PPR-20K,7/5/2017,200,48
PPR-20K,8/1/2017,40,9.6
PPR-20K,8/28/2017,30,7.2
PPR-20K,8/24/2017,20,4.8
PPR-20K,7/8/2017,50,12
PPR-20K,7/8/2017,20,4.8
PPR-20K,7/10/2017,200,48
PPR-20K,7/10/2017,60,14.4
PPR-20K,7/10/2017,200,48
PPR-20K,7/10/2017,140,33.6
PPR-20K,8/31/2017,2,0.48
PPR-20K,8/31/2017,1,0.24
PPR-20K,8/31/2017,4,0.96
PPR-20K,7/11/2017,10,2.4
PPR-20K,8/31/2017,20,4.8
PPR-20K,9/4/2017,20,4.8
PPR-20K,7/12/2017,4,0.96
PPR-20K,9/18/2017,50,12
PPR-20K,9/4/2017,11,2.64
PPR-20K,9/4/2017,89,21.36
PPR-20K,9/4/2017,40,9.6
PPR-20K,9/18/2017,1,0.24
PPR-20K,9/18/2017,19,4.56
PPR-20K,9/5/2017,10,2.4
PPR-20K,9/19/2017,20,4.8
PPR-20K,7/15/2017,6,1.44
PPR-20K,11/11/2017,35,8.4
PPR-20K,8/4/2017,20,4.8
PPR-20K,8/4/2017,5,1.2
PPR-20K,9/29/2017,30,7.2
PPR-20K,8/7/2017,50,12
PPR-20K,8/8/2017,4,0.96
PPR-20K,8/8/2017,4,0.96
PPR-20K,8/8/2017,2,0.48
PPR-20K,8/8/2017,2,0.48
PPR-20K,8/8/2017,50,12
PPR-20K,8/8/2017,200,48
PPR-20K,8/8/2017,10,2.4
PPR-20K,8/8/2017,1,0.24
PPR-20K,8/11/2017,40,9.6
PPR-20K,8/11/2017,12,2.88
PPR-20K,8/11/2017,12,2.88
PPR-20K,9/22/2017,10,2.4
PPR-20K,9/11/2017,10,2.4
PPR-20K,9/11/2017,200,48
PPR-20K,9/25/2017,40,9.6
PPR-20K,9/25/2017,6,1.44
PPR-20K,9/26/2017,200,48
PPR-20K,9/29/2017,10,2.4
PPR-20K,9/29/2017,60,14.4
PPR-20K,10/20/2017,6,1.44
PPR-20K,10/23/2017,5,1.2
PPR-20K,10/23/2017,1,0.24
PPR-20K,10/23/2017,94,22.56
PPR-20K,10/25/2017,30,7.2
PPR-20K,10/26/2017,38,9.12
PPR-20K,11/8/2017,6,1.44
PPR-20K,11/13/2017,6,1.44
PPR-20K,11/13/2017,20,4.8
PPR-20K,11/13/2017,6,1.44
PPR-20K,11/14/2017,200,48
PPR-20K,11/6/2017,2,0.48
PPR-20K,11/6/2017,36,8.64
PPR-20K,11/6/2017,12,2.88
PPR-20K,11/7/2017,30,7.2
PPR-20K,11/16/2017,100,24
PPR-20K,11/17/2017,32,7.68
PPR-20K,11/17/2017,6,1.44
PPR-20K,11/17/2017,2,0.48
PPR-20K,11/27/2017,200,48
PPR-20K,11/28/2017,50,12
PPR-20K,12/4/2017,200,48
PPR-20K,12/9/2017,60,14.4
PPR-20K,12/9/2017,12,2.88
PPR-20K,12/9/2017,2,0.48
PPR-20K,12/15/2017,14,3.36
PPR-20K,12/15/2017,14,3.36
PPR-20K,12/18/2017,20,4.8
PPR-20K,1/2/2018,30,7.2
PPR-20K,1/9/2018,0,0
PPR-20K,1/9/2018,0,0
PPR-20K,1/9/2018,0,0
PPR-20K,1/9/2018,24,5.76
PPR-20K,1/9/2018,35,8.4
PPR-20K,1/9/2018,41,9.84
PPR-20K,1/17/2018,0,0
PPR-20K,1/17/2018,100,24
PPR-20K,1/22/2018,59,14.16
PPR-20K,1/22/2018,41,9.84
PPR-20K,1/22/2018,200,44
PPR-20K,1/27/2018,6,1.44
PPR-20K,1/30/2018,200,44
PPR-20K,2/14/2018,198,43.56
PPR-20K,2/14/2018,2,0.44
PPR-20K,2/14/2018,3,0.72
PPR-20K,2/14/2018,2,0.44
PPR-20K,2/15/2018,100,22
PPR-20K,2/16/2018,30,6.6
PPR-20K,2/19/2018,20,4.4
PPR-20K,2/8/2018,153,36.72
PPR-20K,2/8/2018,147,35.28
PPR-20K,2/19/2018,600,132
PPR-20K,2/8/2018,10,2.4
PPR-20K,2/10/2018,10,2.4
PPR-20K,2/12/2018,30,7.2
PPR-20K,2/27/2018,48,10.56
PPR-20K,2/27/2018,2,0.44
PPR-20K,3/5/2018,200,44
PPR-20K,3/8/2018,20,4.4
PPR-20K,3/8/2018,30,6.6
PPR-20K,3/8/2018,100,22
PPR-20K,3/19/2018,1,0.24
PPR-20K,3/13/2018,10,2.2
PPR-20K,3/13/2018,10,2.2
PPR-20K,3/20/2018,200,44
PPR-20K,3/14/2018,200,44
PPR-20K,3/14/2018,6,1.44
PPR-20K,3/22/2018,30,6.6
PPR-20K,3/23/2018,10,2.2
PPR-20K,3/16/2018,2,0.48
PPR-20K,3/16/2018,4,0.96
PPR-20K,3/16/2018,12,2.64
PPR-20K,3/16/2018,12,2.64
PPR-20K,3/27/2018,200,44
PPR-20K,3/28/2018,20,4.4
PPR-20K,4/5/2018,50,11
PPR-20K,4/9/2018,2,0.44
PPR-20K,4/10/2018,50,11
PPR-20K,4/11/2018,1,0.22
PPR-20K,4/17/2018,54,11.88
PPR-20K,4/17/2018,1,0.22
PPR-20K,4/17/2018,145,31.9
PPR-20K,4/23/2018,20,4.4
PPR-20K,4/23/2018,200,44
PPR-20K,4/20/2018,10,2.2
PPR-20K,5/14/2018,2,0.44
PPR-20K,5/7/2018,25,5.5
PPR-20K,5/7/2018,75,16.5
PPR-20K,5/8/2018,200,44
PPR-20K,5/16/2018,100,22
PPR-20K,6/11/2018,200,44
PPR-20K,5/12/2018,0,0
PPR-20K,5/22/2018,2,0.72
PPR-20K,5/22/2018,3,1.08
PPR-20K,5/22/2018,23,5.06
PPR-20K,5/22/2018,77,16.94
PPR-20K,5/23/2018,2,0.72
PPR-20K,5/23/2018,3,1.08
PPR-20K,5/23/2018,1,0.24
PPR-20K,5/23/2018,4,0.96
PPR-20K,6/7/2018,29,6.38
PPR-20K,6/7/2018,171,37.62
PPR-20K,5/25/2018,4,0.88
PPR-20K,5/25/2018,4,0.96
PPR-20K,5/25/2018,6,1.44
PPR-20K,5/25/2018,10,2.4
PPR-20K,5/25/2018,4,0.88
PPR-20K,6/12/2018,4,0.88
PPR-20K,6/11/2018,4,0.88
PPR-20K,5/28/2018,30,6.6
PPR-20K,6/14/2018,25,5.5
PPR-20K,6/14/2018,4,0.88
PPR-20K,6/14/2018,21,4.62
PPR-20K,6/21/2018,169,37.18
PPR-20K,6/21/2018,31,6.82
PPR-20K,6/28/2018,8,1.76
PPR-20K,6/16/2018,10,2.2
PPR-20K,6/26/2018,200,44
PPR-20K,6/26/2018,200,44
PPR-20K,6/1/2018,20,4.4
PPR-20K,6/1/2018,20,4.4
PPR-20K,6/4/2018,40,8.8
PPR-20K,6/4/2018,200,44
PPR-20K,6/26/2018,30,6.6
PPR-20K,7/16/2018,400,88
PPR-20K,7/19/2018,11,2.42
PPR-20K,7/19/2018,89,19.58
PPR-20K,7/2/2018,20,4.4
PPR-20K,7/4/2018,100,22
PPR-20K,8/1/2018,20,4.4
PPR-20K,8/1/2018,30,6.6
PPR-20K,8/1/2018,61,13.42
PPR-20K,8/1/2018,139,30.58
PPR-20K,7/9/2018,11,2.42
PPR-20K,7/9/2018,189,41.58
PPR-20K,7/23/2018,200,44
PPR-20K,7/10/2018,11,2.42
PPR-20K,7/10/2018,89,19.58
PPR-20K,7/10/2018,100,22
PPR-20K,8/6/2018,200,44
PPR-20K,8/11/2018,20,4.4
PPR-20K,8/22/2018,41,9.02
PPR-20K,8/22/2018,159,34.98
PPR-20K,8/27/2018,10,2.2
PPR-20K,8/17/2018,4,0.96
PPR-20K,8/17/2018,6,1.32
PPR-20K,8/17/2018,200,46
PPR-20K,8/17/2018,200,46
PPR-20K,8/18/2018,6,1.32
PPR-20K,8/28/2018,20,4.4
PPR-20K,8/28/2018,200,46
PPR-20K,9/5/2018,10,2.3
PPR-20K,9/6/2018,155,35.65
PPR-20K,9/6/2018,145,33.35
PPR-20K,9/6/2018,30,6.9
PPR-20K,9/4/2018,200,46
PPR-20K,9/10/2018,200,46
PPR-20K,9/3/2018,11,2.42
PPR-20K,9/3/2018,5,1.15
PPR-20K,9/3/2018,11,2.42
PPR-20K,9/3/2018,5,1.15
PPR-20K,9/18/2018,3,0.69
PPR-20K,9/19/2018,3,0.69
PPR-20K,9/20/2018,20,4.6
PPR-20K,10/15/2018,5,1.15
PPR-20K,10/15/2018,45,10.35
PPR-20K,9/27/2018,30,6.9
PPR-20K,9/27/2018,2,0.46
PPR-20K,9/27/2018,3,0.69
PPR-20K,9/27/2018,195,44.85
PPR-20K,10/22/2018,5,1.15
PPR-20K,10/23/2018,20,4.6
PPR-20K,11/10/2018,13,2.99
PPR-20K,10/30/2018,2,0.46
PPR-20K,11/13/2018,28,6.44
PPR-20K,11/13/2018,2,0.46
PPR-20K,11/13/2018,200,46
PPR-20K,11/20/2018,200,46
PPR-20K,11/15/2018,198,45.54
PPR-20K,11/15/2018,102,23.46
PPR-20K,10/11/2018,400,92
PPR-20K,11/21/2018,10,2.3
PPR-20K,11/5/2018,100,23
PPR-20K,11/22/2018,4,0.92
PPR-20K,11/23/2018,5,1.15
PPR-20K,12/3/2018,400,92
PPR-20K,11/29/2018,279,64.17
PPR-20K,11/29/2018,13,2.99
PPR-20K,11/29/2018,8,1.84
PPR-20K,12/18/2018,200,46
PPR-20K,12/27/2018,20,4.6
PPR-20K,12/27/2018,20,4.6
PPR-20K,1/4/2019,20,4.6
PPR-20K,1/14/2019,200,46
PPR-20K,1/10/2019,132,30.36
PPR-20K,1/10/2019,200,46
PPR-20K,1/10/2019,68,15.64
PPR-20K,1/23/2019,200,46
PPR-20K,1/31/2019,100,23
PPR-20K,2/4/2019,100,23
PPR-20K,2/4/2019,100,23
PPR-20K,2/5/2019,32,7.36
PPR-20K,2/5/2019,8,1.84
PPR-20K,2/7/2019,192,44.16
PPR-20K,2/7/2019,8,1.84
PPR-20K,2/8/2019,20,4.6
PPR-20K,2/11/2019,200,46
PPR-20K,2/11/2019,12,2.76
PPR-20K,2/18/2019,10,2.3
PPR-20K,2/18/2019,200,46
PPR-20K,2/20/2019,30,6.9
PPR-20K,2/20/2019,10,2.3
PPR-20K,2/23/2019,100,23
PPR-20K,3/5/2019,10,2.3
PPR-20K,3/5/2019,100,23
PPR-20K,3/5/2019,90,20.7
PPR-20K,3/14/2019,6,1.38
PPR-20K,3/14/2019,200,46
PPR-20K,3/18/2019,4,0.92
PPR-20K,3/18/2019,96,22.08
PPR-20K,3/19/2019,40,9.2
PPR-20K,3/19/2019,64,14.72
PPR-20K,3/19/2019,36,8.28
PPR-20K,3/26/2019,400,92
PPR-20K,3/26/2019,40,9.2
PPR-20K,3/26/2019,20,4.6
PPR-20K,4/1/2019,100,23
PPR-20K,4/2/2019,4,0.92
PPR-20K,4/2/2019,96,22.08
PPR-20K,4/3/2019,4,0.88
PPR-20K,4/3/2019,20,4.4
PPR-20K,4/3/2019,11,2.42
PPR-20K,4/3/2019,5,1.15
PPR-20K,4/3/2019,4,0.88
PPR-20K,4/3/2019,20,4.4
PPR-20K,4/3/2019,11,2.42
PPR-20K,4/3/2019,5,1.15
PPR-20K,4/13/2019,10,2.3
PPR-20K,4/13/2019,10,2.3
PPR-20K,4/19/2019,20,4.6
PPR-20K,4/24/2019,200,46
PPR-20K,4/26/2019,8,1.76
PPR-20K,5/7/2019,30,6.9
PPR-20K,5/9/2019,30,6.9
PPR-20K,5/10/2019,4,0.92
PPR-20K,5/10/2019,2,0.46
PPR-20K,5/11/2019,20,4.6
PPR-20K,5/10/2019,100,23
PPR-20K,5/11/2019,20,4.6
PPR-20K,5/14/2019,3,0.69
PPR-20K,5/16/2019,2,0.46
PPR-20K,5/20/2019,50,11.5
PPR-20K,5/20/2019,4,0.92
PPR-20K,5/20/2019,2,0.46
PPR-20K,5/22/2019,4,0.92
PPR-20K,5/22/2019,4,0.92
PPR-20K,5/24/2019,4,0.92
PPR-20K,5/27/2019,200,46
PPR-20K,5/28/2019,10,2.3
PPR-20K,5/30/2019,8,1.84
PPR-20K,6/3/2019,200,46
PPR-20K,6/13/2019,100,23
PPR-20K,6/13/2019,113,25.99
PPR-20K,6/13/2019,2,0.46
PPR-20K,6/13/2019,4,0.92
PPR-20K,6/13/2019,181,41.63
PPR-20K,6/18/2019,19,4.37
PPR-20K,6/18/2019,31,7.13
PPR-20K,6/19/2019,50,11.5
PPR-20K,6/25/2019,100,23
PPR-20K,6/25/2019,200,46
PPR-20K,6/27/2019,19,4.37
PPR-20K,6/27/2019,81,18.63
PPR-20K,6/28/2019,600,132
PPR-20K,7/2/2019,100,23
PPR-20K,7/12/2019,10,2.3
PPR-20K,7/15/2019,9,2.07
PPR-20K,7/15/2019,91,20.93
PPR-20K,7/15/2019,100,23
PPR-20K,7/16/2019,9,2.07
PPR-20K,7/16/2019,91,20.02
PPR-20K,7/22/2019,15,3.3
PPR-20K,7/22/2019,200,46
PPR-20K,7/25/2019,30,6.6
PPR-20K,7/25/2019,100,22
PPR-20K,7/27/2019,10,2.2
PPR-20K,7/29/2019,200,44
PPR-20K,7/29/2019,200,46
PPR-20K,7/30/2019,100,22
PPR-20K,7/31/2019,12,2.64
PPR-20K,8/1/2019,25,5.5
PPR-20K,8/2/2019,17,3.74
PPR-20K,8/2/2019,183,42.09
PPR-20K,8/6/2019,400,92
PPR-20K,8/6/2019,400,92
PPR-20K,8/6/2019,17,3.91
PPR-20K,8/6/2019,200,46
PPR-20K,8/6/2019,83,19.09
PPR-20K,8/8/2019,100,23
PPR-20K,8/8/2019,2,0.46
PPR-20K,8/9/2019,20,4.6
PPR-20K,8/13/2019,200,46
